StrongsNumber,GreekWord,Definition
G3350,metoikesia/met-oy-kes-ee'-ah,"from a derivative of a compound of 3326 and 3624; a change of abode, i.e. (specially), expatriation:--X interrogative implying a negative answer (whereas 3756 expects an affirmative one)) whether:--any but (that), X forbear, + God forbid, + lack, lest, neither, never, no (X wise in), none, nor, (can-)not, nothing, that not, un(-taken), without. Often used in compounds in substantially the same relations. See also 3362, 3363, 3364, 3372, 3373, 3375, 3378. see G3756 see G3362 see G3363 see G3364 see G3372 see G3373 see G3375 see G3378"
G3362,ean me/eh-an' may,"i.e. 1437 and 3361; if not, i.e. unless:--X before, but, except, if, no, (if, + whosoever) not. see G3361 see G1437"
G3363,hina me/hin'-ah may,"i.e. 2443 and 3361; in order (or so) that not:--albeit not, lest, that, no(-t, (-thing)). see G3361 see G2443"
G3364,ou me/oo may,"i.e. 3756 and 3361; a double negative strengthening the denial; not at all:- -any more, at all, by any (no) means, neither, never, no (at all), in no case (wise), nor ever, not (at all, in any wise). Compare 3378. see G3361 see G3378 see G3756"
G3365,medamos/may-dam-oce',adverb from a compound of 3361 and amos (somebody); by no means:--not so. see G3361
G3366,mede/may-deh',"from 3361 and 1161; but not, not even; in a continued negation, nor:-- neither, nor (yet), (no) not (once, so much as). see G3361 see G1161"
G3367,"medeis/may-dice', including the irregular feminine","meden may-den' from 3361 and 1520; not even one (man, woman, thing):--any (man, thing), no (man), none, not (at all, any man, a whit), nothing, + without delay. see G3361 see G1520"
G3368,medepote/may-dep'-ot-eh,from 3366 and 4218; not even ever:--never. see G3366 see G4218
G3369,medepo/may-dep'-o,from 3366 and 4452; not even yet:--not yet. see G3366 see G4452
G3370,Medos/may'-dos,"of foreign origin (compare 4074); a Median, or inhabitant of Media:- -Mede. see H4074"
G3371,meketi/may-ket'-ee,"from 3361 and 2089; no further:--any longer, (not) henceforth, expressed, except by the form of the question). see G3361 see G5100"
G3386,metige/may'-tig-eh,"from 3385 and 1065; not at all then, i.e. not to say (the rather still):- -how much more. see G3385 see G1065"
G3387,metis/may'-tis/or,from 3361 and 5100; whether any:--any (sometimes unexpressed except by the simple interrogative form of the sentence). see G3361 see G5100
G3388,metra/may'-trah,from 3384; the matrix:--womb. see G3384
G3389,metraloias/may-tral-o'-as,"from 3384 and the base of 257; a mother-thresher, i.e. matricide:--murderer of mothers. see G3384 see G257"
G3390,metropolis/may-trop'-ol-is,"from 3384 and 4172; a mother city, i.e. ""metropolis"":--chiefest city. see G3384 see G4172"
G3391,mia/mee'-ah,"irregular feminine of 1520; one or first:--a (certain), + agree, first, one, X other. see G1520"
G3392,miaino/me-ah'-ee-no,"perhaps a primary verb; to sully or taint, i.e. contaminate (ceremonially or morally):--defile."
G3393,miasma/mee'-as-mah,"from 3392 (""miasma""); (morally) foulness (properly, the effect):--pollution. see G3392"
G3394,miasmos/mee-as-mos',"from 3392; (morally) contamination (properly, the act):-- uncleanness. see G3392"
G3395,migma/mig'-mah,from 3396; a compound:--mixture. see G3396
G3396,mignumi/mig'-noo-mee,a primary verb; to mix:--mingle.
G3397,mikron/mik-ron',masculine or neuter singular of 3398 (as noun); a small space of time or degree:--a (little) (while). see G3398
G3398,"mikros/mik-ros', including the comparative","apparently a primary word; small (in size, quantity, number or (figuratively) dignity):-- least, less, little, small."
G3399,Miletos/mil'-ay-tos,"of uncertain origin; Miletus, a city of Asia Minor:--Miletus. of mental grasp); to bear in mind, i.e. recollect; by implication, to reward or punish:--be mindful, remember, come (have) in remembrance. Compare 3403. see G3403 see G3306 see G3145"
G3416,Mnason/mnah'-sohn,"of uncertain origin; Mnason, a Christian:--Mnason."
G3417,mneia/mni'-ah,"from 3415 or 3403; recollection; by implication, recital:--mention, remembrance. see G3415 see G3403"
G3418,mnema/mnay'-mah,"from 3415; a memorial, i.e. sepulchral monument (burial-place):- -grave, sepulchre, tomb. see G3415"
G3419,mnemeion/mnay-mi'-on,"from 3420; a remembrance, i.e. cenotaph (place of interment):-- grave, sepulchre, tomb. see G3420"
G3420,mneme/mnay'-may,from 3403; memory:--remembrance. see G3403
G3421,mnemoneuo/mnay-mon-yoo'-o,"from a derivative of 3420; to exercise memory, i.e. recollect; by implication, to punish; also to rehearse:--make mention; be mindful, remember. see G3420"
G3422,mnemosunon/mnay-mos'-oo-non,"from 3421; a reminder (memorandum), i.e. record:-- memorial. see G3421"
G3423,mnesteuo/mnace-tyoo'-o,"from a derivative of 3415; to give a souvenir (engagement present), i.e. betroth:--espouse. see G3415"
G3424,mogilalos/mog-il-al'-os,"from 3425 and 2980; hardly talking, i.e. dumb (tongue-tied):-- having an impediment in his speech. see G3425 see G2980"
G3425,mogis/mog'-is,adverb from a primary mogos (toil); with difficulty:--hardly.
G3426,modios/mod'-ee-os,"of Latin origin; a modius, i.e. certain measure for things dry (the quantity or the utensil):--bushel."
G3427,moi/moy,"the simpler form of 1698; to me:--I, me, mine, my. see G1698"
G3428,moichalis/moy-khal-is',"a prolonged form of the feminine of 3432; an adulteress (literally or figuratively):--adulteress(-ous, -y). see G3432"
G3445,morphoo/mor-fo'-o,from the same as 3444; to fashion (figuratively):--form. see G3444
G3446,morphosis/mor'-fo-sis,"from 3445; formation, i.e. (by implication), appearance (semblance or (concretely) formula):--form. see G3445"
G3447,moschopoieo/mos-khop-oy-eh'-o,from 3448 and 4160; to fabricate the image of a bullock:- -make a calf. see G3448 see G4160
G3448,moschos/mos'-khos,probably strengthened for oschos (a shoot); a young bullock:- -calf.
G3449,mochthos/mokh'-thos,"from the base of 3425; toil, i.e. (by implication) sadness:-- painfulness, travail. see G3425"
G3450,mou/moo,"the simpler form of 1700; of me:--I, me, mine (own), my. see G1700"
G3451,mousikos/moo-sik-os',"from Mousa (a Muse); ""musical"", i.e. (as noun) a minstrel:-- musician."
G3452,muelos/moo-el-os',perhaps a primary word; the marrow:--marrow.
G3453,mueo/moo-eh'-o,"from the base of 3466; to initiate, i.e. (by implication) to teach:--instruct. see G3466"
G3454,muthos/moo'-thos,"perhaps from the same as 3453 (through the idea of tuition); a tale, i.e. fiction (""myth""):--fable. see G3453"
G3455,mukaomai/moo-kah'-om-ahee,"from a presumed derivative of muzo ( to ""moo""); to bellow (roar):--roar."
G3456,mukterizo/mook-tay-rid'-zo,"from a derivative of the base of 3455 (meaning snout, as that whence lowing proceeds); to make mouths at, i.e. ridicule:--mock. see G3455"
G3457,mulikos/moo-lee-kos',from 3458; belonging to a mill:--mill(-stone). see G3458
G3458,mulos/moo'-los,"probably ultimately from the base of 3433 (through the idea of hardship); a ""mill"", i.e. (by implication), a grinder (millstone):--millstone. see G3433"
G3459,mulon/moo'-lone,from 3458; a mill- house:--mill. see G3458
G3473,morologia/mo-rol-og-ee'-ah,"from a compound of 3474 and 3004; silly talk, i.e. buffoonery:--foolish talking. see G3474 see G3004"
G3474,moros/mo-ros',"probably from the base of 3466; dull or stupid (as if shut up), i.e. heedless, (morally) blockhead, (apparently) absurd:--fool(- ish, X -ishness). see G3466"
G3475,Moseus/moce-yoos',"or Mouses mo-oo- sace' of Hebrew origin; (4872); Moseus, Moses, or Mouses (i.e. Mosheh), the Hebrew lawgiver:-- Moses. see H4872"
G3476,Naasson/nah-as-sone',"of Hebrew origin (5177); Naasson (i.e. Nachshon), an Israelite:--Naasson. see H5177"
G3477,Naggai/nang-gah'-ee,"probably of Hebrew origin (compare 5052); Nangae (i.e. perhaps Nogach), an Israelite:--Nagge. see H5052"
G3478,Nazareth/nad-zar-eth',"or Nazaret nad- zar-et'; of uncertain derivation; Nazareth or Nazaret, a place in Palestine:--Nazareth."
G3479,Nazarenos/nad-zar-ay-nos',"from 3478; a Nazarene, i.e. inhabitant of Nazareth:--of Nazareth. see G3478"
G3480,Nazoraios/nad-zo-rah'-yos,"from 3478; a Nazoraean, i.e. inhabitant of Nazareth; by extension, a Christian:--Nazarene, of Nazareth. see G3478"
G3481,Nathan/nath-an',"of Hebrew origin (5416); Nathan, an Israelite:--Nathan. see H5416"
G3482,Nathanael/nath-an-ah-ale',"of Hebrew origin (5417); Nathanael (i.e. Nathanel), an Israelite and Christian:--Nathanael. see H5417"
G3483,nai/nahee,"a primary particle of strong affirmation; yes:--even so, surely, truth, verily, yea, yes."
G3484,Nain/nah-in',"probably of Hebrew origin (compare 4999); Nain, a place in Palestine:-- Nain. see H4999"
G3485,naos/nah-os',"from a primary naio (to dwell); a fane, shrine, temple :--shrine, temple. Compare 2411. see G2411"
G3501,neos/neh'-os,"including the comparative neoteros neh-o'-ter-os; a primary word; ""new"", i.e. (of persons) youthful, or (of things) fresh; figuratively, regenerate:--new, young."
G3502,neossos/neh-os-sos',from 3501; a youngling (nestling):--young. see G3501
G3503,neotes/neh-ot'-ace,"from 3501; newness, i.e. youthfulness:--youth. see G3501"
G3504,neophutos/neh-of'-oo-tos,"from 3501 and a derivative of 5453; newly planted, i.e. (figuratively) a young convert (""neophyte""):-- novice. see G3501 see G5453"
G3505,Neron/ner'-ohn,"of Latin origin; Neron (i.e. Nero), a Roman emperor:--Nero."
G3506,neuo/nyoo'-o,"apparently a primary verb; to ""nod"", i.e. (by analogy), signal:--beckon."
G3507,nephele/nef-el'-ay,"from 3509; properly, cloudiness, i.e. (concretely) a cloud:--cloud. see G3509"
G3508,Nephthaleim/nef-thal-ime',"of Hebrew origin (5321); Nephthaleim (i.e. Naphthali), a tribe in Palestine:--Nephthalim. see H5321"
G3509,nephos/nef'-os,apparently a primary word; a cloud:--cloud.
G3510,nephros/nef-ros',"of uncertain affinity; a kidney (plural), i.e. (figuratively) the inmost mind:-- reins."
G3511,neokoros/neh-o-kor'-os,"from a form of 3485 and koreo (to sweep); a temple-servant, i.e. (by implication) a votary:--worshipper. see G3485"
G3512,neoterikos/neh-o-ter'-ik-os,"from the comparative of 3501; appertaining to younger persons, i.e. juvenile:--youthful. see G3501"
G3513,ne/nay,probably an intensive form of 3483; a particle of attestation (accompanied by the object invoked or appealed to in confirmation); as sure as:--I protest by. see G3483
G3514,netho/nay'-tho,from neo (of like meaning); to spin:--spin.
G3515,nepiazo/nay-pee-ad'-zo,"from 3516; to act as a babe, i.e. (figuratively) innocently:--be a child. see G3516"
G3530,Nikodemos/nik-od'-ay-mos,"from 3534 and 1218; victorious among his people; Nicodemus, an Israelite:--Nicodemus. see G3534 see G1218"
G3531,Nikolaites/nik-ol-ah-ee'-tace,"from 3532; a Nicolaite, i.e. adherent of Nicolaus:-- Nicolaitane. see G3532"
G3532,Nikolaos/nik-ol'-ah-os,"from 3534 and 2994; victorious over the people; Nicolaus, a heretic:--Nicolaus. see G3534 see G2994"
G3533,Nikopolis/nik-op'-ol-is,"from 3534 and 4172; victorious city; Nicopolis, a place in Macedonia:--Nicopolis. see G3534 see G4172"
G3534,nikos/nee'-kos,"from 3529; a conquest (concretely), i.e. (by implication) triumph:--victory. see G3529"
G3535,Nineui/nin-yoo-ee',"of Hebrew origin (5210); Ninevi (i.e. Nineveh), the capital of Assyria:--Nineve. see H5210"
G3536,Nineuites/nin-yoo-ee'-tace,"from 3535; a Ninevite, i.e. inhabitant of Nineveh:--of Nineve, Ninevite. see G3535"
G3537,nipter/nip-tare',from 3538; a ewer:-- bason. see G3538
G3538,nipto/nip'-to,"to cleanse (especially the hands or the feet or the face); ceremonially, to perform ablution:--wash. Compare 3068. see G3068"
G3539,noieo/noy-eh'-o,"from 3563; to exercise the mind (observe), i.e. (figuratively) to comprehend, heed:--consider, perceive, think, understand. see G3563"
G3540,noema/no'-ay-mah,"from 3539; a perception, i.e. purpose, or (by implication) the intellect, disposition, itself:--device, mind, thought. see G3539"
G3541,nothos/noth'-os,of uncertain affinity; a spurious or illegitimate son:--bastard.
G3542,nome/nom-ay',"feminine from the same as 3551; pasture, i.e. (the act) feeding (figuratively, spreading of a gangrene), or (the food) pasturage:-- X eat, pasture. see G3551"
G3543,nomizo/nom-id'-zo,"from 3551; properly, to do by law (usage), i.e. to accustom"
G3555,nossia/nos-see-ah',from 3502; a brood (of chickens):--brood. see G3502
G3556,nossion/nos-see'-on,diminutive of 3502; a birdling:--chicken. see G3502
G3557,nosphizomai/nos-fid'-zom-ahee,"middle voice from nosphi (apart or clandestinely); to sequestrate for oneself, i.e. embezzle:--keep back, purloin."
G3558,notos/not'-os,"of uncertain affinity; the south(-west) wind; by extension, the southern quarter itself:--south (wind)."
G3559,nouthesia/noo-thes-ee'-ah,"from 3563 and a derivative of 5087; calling attention to, i.e. (by implication) mild rebuke or warning:-- admonition. see G3563 see G5087"
G3560,noutheteo/noo-thet-eh'-o,"from the same as 3559; to put in mind, i.e. (by implication) to caution or reprove gently:--admonish, warn. see G3559"
G3561,noumenia/noo-may-nee'-ah,"feminine of a compound of 3501 and 3376 (as noun by implication, of 2250); the festival of new moon:-- new moon. see G3501 see G3376 see G2250"
G3562,nounechos/noon-ekh-oce',"adverb from a comparative of the accusative case of 3563 and 2192; in a mind-having way, i.e. prudently:-- discreetly. see G3563 see G2192"
G3563,nous/nooce,"probably from the base of 1097; the intellect, i.e. mind (divine or human; in thought, feeling, or will); by implication, meaning:- -mind, understanding. Compare 5590. see G1097 see G5590"
G3564,Numphas/noom-fas',"probably contracted for a compound of 3565 and 1435; nymph-given (i.e. -born); Nymphas, a Christian:-- Nymphas. see G3565 see G1435"
G3565,numphe/noom-fay',"from a primary but obsolete verb nupto (to veil as a bride; compare Latin ""nupto,"" to marry); a young married woman (as veiled), including a betrothed girl; by implication, a son's wife:--bride, daughter in law."
G3580,xenodocheo/xen-od-okh-eh'-o,from a compound of 3581 and 1209; to be hospitable:-- lodge strangers. see G3581 see G1209
G3581,xenos/xen'-os,"apparently a primary word; foreign (literally, alien, or figuratively, novel); by implication, a guest or (vice-versa) entertainer:--host, strange(-r)."
G3582,xestes/xes'-tace,"as if from xeo (properly, to smooth; by implication, (of friction) to boil or heat); a vessel (as fashioned or for cooking) (or perhaps by corruption from the Latin sextarius, the sixth of a modius, i.e. about a pint), i.e. (specially), a measure for liquids or solids, (by analogy, a pitcher):--pot."
G3583,xeraino/xay-rah'-ee-no,"from 3584; to desiccate; by implication, to shrivel, to mature:--dry up, pine away, be ripe, wither (away). see G3584"
G3584,xeros/xay-ros',"from the base of 3582 (through the idea of scorching); arid; by implication, shrunken, earth (as opposed to water):-- dry land, withered. see G3582"
G3585,xulinos/xoo'-lin-os,from 3586; wooden:--of wood. see G3586
G3586,xulon/xoo'-lon,"from another form of the base of 3582; timber (as fuel or material); by implication, a stick, club or tree or other wooden article or substance:--staff, stocks, tree, wood. see G3582"
G3587,xurao/xoo-rah'-o,"from a derivative of the same as 3586 (meaning a razor); to shave or ""shear"" the hair:--shave. see G3586"
G3588,"ho/ho, including the feminine","to to in all their inflections; the definite article; the (sometimes to be supplied, at others omitted, in English idiom):--the, this, that, one, he, she, it, etc."
G3589,ogdoekonta/og-do-ay'-kon-tah,from 3590; ten times eight:--fourscore. see G3590
G3590,ogdoos/og'-do-os,from 3638; the eighth:--eighth. see G3638
G3591,ogkos/ong'-kos,"probably from the same as 43; a mass (as bending or bulging by its load), i.e. burden (hindrance):--weight. see G43 source or cause (adverb or conjunction):--from thence, (from) whence, where(-by, -fore, -upon). see G3739"
G3607,othone/oth-on'-ay,"of uncertain affinity; a linen cloth, i.e. (especially) a sail:--sheet."
G3608,othonion/oth-on'-ee-on,neuter of a presumed derivative of 3607; a linen bandage:-- linen clothes. see G3607
G3609,oikeios/oy-ki'-os,"from 3624; domestic, i.e. (as noun), a relative, adherent:--(those) of the (his own) house(-hold). see G3624"
G3610,oiketes/oy-ket'-ace,"from 3611; a fellow resident, i.e. menial domestic:--(household) servant. see G3611"
G3611,oikeo/oy-keh'-o,"from 3624; to occupy a house, i.e. reside (figuratively, inhabit, remain, inhere); by implication, to cohabit:--dwell. See also 3625. see G3624 see G3625"
